enzyme_id,pollutant,ph,temperature,salinity,reference_score,has_sequence
ENZ001,PET,9,25,0.0,0.8600000000000001,True
ENZ001,PET,9,25,0.5,0.8600000000000001,True
ENZ001,PET,9,25,1.0,0.8600000000000001,True
ENZ001,PET,9,35,0.0,0.8600000000000001,True
ENZ001,PET,9,35,0.5,0.8600000000000001,True
ENZ001,PET,9,35,1.0,0.8600000000000001,True
ENZ001,PET,9,45,0.0,0.7975000000000001,True
ENZ001,PET,9,45,0.5,0.7975000000000001,True
ENZ001,PET,9,45,1.0,0.7975000000000001,True
ENZ001,PET,9,55,0.0,0.6725000000000001,True
ENZ001,PET,9,55,0.5,0.6725000000000001,True
ENZ001,PET,9,55,1.0,0.6725000000000001,True
ENZ001,PET,9,65,0.0,0.6100000000000001,True
ENZ001,PET,9,65,0.5,0.6100000000000001,True
ENZ001,PET,9,65,1.0,0.6100000000000001,True
ENZ001,PET,10,25,0.0,0.8600000000000001,True
ENZ001,PET,10,25,0.5,0.8600000000000001,True
ENZ001,PET,10,25,1.0,0.8600000000000001,True
ENZ001,PET,10,35,0.0,0.8600000000000001,True
ENZ001,PET,10,35,0.5,0.8600000000000001,True
ENZ001,PET,10,35,1.0,0.8600000000000001,True
ENZ001,PET,10,45,0.0,0.7975000000000001,True
ENZ001,PET,10,45,0.5,0.7975000000000001,True
ENZ001,PET,10,45,1.0,0.7975000000000001,True
ENZ001,PET,10,55,0.0,0.6725000000000001,True
ENZ001,PET,10,55,0.5,0.6725000000000001,True
ENZ001,PET,10,55,1.0,0.6725000000000001,True
ENZ001,PET,10,65,0.0,0.6100000000000001,True
ENZ001,PET,10,65,0.5,0.6100000000000001,True
ENZ001,PET,10,65,1.0,0.6100000000000001,True
ENZ002,PET,6,25,0.0,0.8600000000000001,True
ENZ002,PET,6,25,0.5,0.8600000000000001,True
ENZ002,PET,6,25,1.0,0.8600000000000001,True
ENZ002,PET,6,35,0.0,0.8600000000000001,True
ENZ002,PET,6,35,0.5,0.8600000000000001,True
ENZ002,PET,6,35,1.0,0.8600000000000001,True
ENZ002,PET,6,45,0.0,0.7975000000000001,True
ENZ002,PET,6,45,0.5,0.7975000000000001,True
ENZ002,PET,6,45,1.0,0.7975000000000001,True
ENZ002,PET,6,55,0.0,0.6725000000000001,True
ENZ002,PET,6,55,0.5,0.6725000000000001,True
ENZ002,PET,6,55,1.0,0.6725000000000001,True
ENZ002,PET,6,65,0.0,0.6100000000000001,True
ENZ002,PET,6,65,0.5,0.6100000000000001,True
ENZ002,PET,6,65,1.0,0.6100000000000001,True
ENZ002,PET,7,25,0.0,0.8600000000000001,True
ENZ002,PET,7,25,0.5,0.8600000000000001,True
ENZ002,PET,7,25,1.0,0.8600000000000001,True
ENZ002,PET,7,35,0.0,0.8600000000000001,True
ENZ002,PET,7,35,0.5,0.8600000000000001,True
ENZ002,PET,7,35,1.0,0.8600000000000001,True
ENZ002,PET,7,45,0.0,0.7975000000000001,True
ENZ002,PET,7,45,0.5,0.7975000000000001,True
ENZ002,PET,7,45,1.0,0.7975000000000001,True
ENZ002,PET,7,55,0.0,0.6725000000000001,True
ENZ002,PET,7,55,0.5,0.6725000000000001,True
ENZ002,PET,7,55,1.0,0.6725000000000001,True
ENZ002,PET,7,65,0.0,0.6100000000000001,True
ENZ002,PET,7,65,0.5,0.6100000000000001,True
ENZ002,PET,7,65,1.0,0.6100000000000001,True
ENZ002,PET,8,25,0.0,0.8600000000000001,True
ENZ002,PET,8,25,0.5,0.8600000000000001,True
ENZ002,PET,8,25,1.0,0.8600000000000001,True
ENZ002,PET,8,35,0.0,0.8600000000000001,True
ENZ002,PET,8,35,0.5,0.8600000000000001,True
ENZ002,PET,8,35,1.0,0.8600000000000001,True
ENZ002,PET,8,45,0.0,0.7975000000000001,True
ENZ002,PET,8,45,0.5,0.7975000000000001,True
ENZ002,PET,8,45,1.0,0.7975000000000001,True
ENZ002,PET,8,55,0.0,0.6725000000000001,True
ENZ002,PET,8,55,0.5,0.6725000000000001,True
ENZ002,PET,8,55,1.0,0.6725000000000001,True
ENZ002,PET,8,65,0.0,0.6100000000000001,True
ENZ002,PET,8,65,0.5,0.6100000000000001,True
ENZ002,PET,8,65,1.0,0.6100000000000001,True
ENZ002,PET,9,25,0.0,0.8600000000000001,True
ENZ002,PET,9,25,0.5,0.8600000000000001,True
ENZ002,PET,9,25,1.0,0.8600000000000001,True
ENZ002,PET,9,35,0.0,0.8600000000000001,True
ENZ002,PET,9,35,0.5,0.8600000000000001,True
ENZ002,PET,9,35,1.0,0.8600000000000001,True
ENZ002,PET,9,45,0.0,0.7975000000000001,True
ENZ002,PET,9,45,0.5,0.7975000000000001,True
ENZ002,PET,9,45,1.0,0.7975000000000001,True
ENZ002,PET,9,55,0.0,0.6725000000000001,True
ENZ002,PET,9,55,0.5,0.6725000000000001,True
ENZ002,PET,9,55,1.0,0.6725000000000001,True
ENZ002,PET,9,65,0.0,0.6100000000000001,True
ENZ002,PET,9,65,0.5,0.6100000000000001,True
ENZ002,PET,9,65,1.0,0.6100000000000001,True
ENZ002,PET,10,25,0.0,0.7350000000000001,True
ENZ002,PET,10,25,0.5,0.7350000000000001,True
ENZ002,PET,10,25,1.0,0.7350000000000001,True
ENZ002,PET,10,35,0.0,0.7350000000000001,True
ENZ002,PET,10,35,0.5,0.7350000000000001,True
ENZ002,PET,10,35,1.0,0.7350000000000001,True
ENZ002,PET,10,45,0.0,0.6725000000000001,True
ENZ002,PET,10,45,0.5,0.6725000000000001,True
ENZ002,PET,10,45,1.0,0.6725000000000001,True
ENZ002,PET,10,55,0.0,0.5475,True
ENZ002,PET,10,55,0.5,0.5475,True
ENZ002,PET,10,55,1.0,0.5475,True
ENZ002,PET,10,65,0.0,0.485,True
ENZ002,PET,10,65,0.5,0.485,True
ENZ002,PET,10,65,1.0,0.485,True
ENZ003,PET,6,25,0.0,0.5475,True
ENZ003,PET,6,25,0.5,0.5475,True
ENZ003,PET,6,25,1.0,0.5475,True
ENZ003,PET,6,35,0.0,0.5475,True
ENZ003,PET,6,35,0.5,0.5475,True
ENZ003,PET,6,35,1.0,0.5475,True
ENZ003,PET,6,45,0.0,0.585,True
ENZ003,PET,6,45,0.5,0.585,True
ENZ003,PET,6,45,1.0,0.585,True
ENZ003,PET,6,55,0.0,0.71,True
ENZ003,PET,6,55,0.5,0.71,True
ENZ003,PET,6,55,1.0,0.71,True
ENZ003,PET,6,65,0.0,0.7975000000000001,True
ENZ003,PET,6,65,0.5,0.7975000000000001,True
ENZ003,PET,6,65,1.0,0.7975000000000001,True
ENZ003,PET,7,25,0.0,0.6100000000000001,True
ENZ003,PET,7,25,0.5,0.6100000000000001,True
ENZ003,PET,7,25,1.0,0.6100000000000001,True
ENZ003,PET,7,35,0.0,0.6100000000000001,True
ENZ003,PET,7,35,0.5,0.6100000000000001,True
ENZ003,PET,7,35,1.0,0.6100000000000001,True
ENZ003,PET,7,45,0.0,0.6475,True
ENZ003,PET,7,45,0.5,0.6475,True
ENZ003,PET,7,45,1.0,0.6475,True
ENZ003,PET,7,55,0.0,0.7725,True
ENZ003,PET,7,55,0.5,0.7725,True
ENZ003,PET,7,55,1.0,0.7725,True
ENZ003,PET,7,65,0.0,0.8600000000000001,True
ENZ003,PET,7,65,0.5,0.8600000000000001,True
ENZ003,PET,7,65,1.0,0.8600000000000001,True
ENZ003,PET,8,25,0.0,0.6100000000000001,True
ENZ003,PET,8,25,0.5,0.6100000000000001,True
ENZ003,PET,8,25,1.0,0.6100000000000001,True
ENZ003,PET,8,35,0.0,0.6100000000000001,True
ENZ003,PET,8,35,0.5,0.6100000000000001,True
ENZ003,PET,8,35,1.0,0.6100000000000001,True
ENZ003,PET,8,45,0.0,0.6475,True
ENZ003,PET,8,45,0.5,0.6475,True
ENZ003,PET,8,45,1.0,0.6475,True
ENZ003,PET,8,55,0.0,0.7725,True
ENZ003,PET,8,55,0.5,0.7725,True
ENZ003,PET,8,55,1.0,0.7725,True
ENZ003,PET,8,65,0.0,0.8600000000000001,True
ENZ003,PET,8,65,0.5,0.8600000000000001,True
ENZ003,PET,8,65,1.0,0.8600000000000001,True
ENZ003,PET,9,25,0.0,0.6100000000000001,True
ENZ003,PET,9,25,0.5,0.6100000000000001,True
ENZ003,PET,9,25,1.0,0.6100000000000001,True
ENZ003,PET,9,35,0.0,0.6100000000000001,True
ENZ003,PET,9,35,0.5,0.6100000000000001,True
ENZ003,PET,9,35,1.0,0.6100000000000001,True
ENZ003,PET,9,45,0.0,0.6475,True
ENZ003,PET,9,45,0.5,0.6475,True
ENZ003,PET,9,45,1.0,0.6475,True
ENZ003,PET,9,55,0.0,0.7725,True
ENZ003,PET,9,55,0.5,0.7725,True
ENZ003,PET,9,55,1.0,0.7725,True
ENZ003,PET,9,65,0.0,0.8600000000000001,True
ENZ003,PET,9,65,0.5,0.8600000000000001,True
ENZ003,PET,9,65,1.0,0.8600000000000001,True
ENZ003,PET,10,25,0.0,0.5475,True
ENZ003,PET,10,25,0.5,0.5475,True
ENZ003,PET,10,25,1.0,0.5475,True
ENZ003,PET,10,35,0.0,0.5475,True
ENZ003,PET,10,35,0.5,0.5475,True
ENZ003,PET,10,35,1.0,0.5475,True
ENZ003,PET,10,45,0.0,0.585,True
ENZ003,PET,10,45,0.5,0.585,True
ENZ003,PET,10,45,1.0,0.585,True
ENZ003,PET,10,55,0.0,0.71,True
ENZ003,PET,10,55,0.5,0.71,True
ENZ003,PET,10,55,1.0,0.71,True
ENZ003,PET,10,65,0.0,0.7975000000000001,True
ENZ003,PET,10,65,0.5,0.7975000000000001,True
ENZ003,PET,10,65,1.0,0.7975000000000001,True
ENZ004,PET,6,25,0.0,0.485,False
ENZ004,PET,6,25,0.5,0.485,False
ENZ004,PET,6,25,1.0,0.485,False
ENZ004,PET,6,35,0.0,0.485,False
ENZ004,PET,6,35,0.5,0.485,False
ENZ004,PET,6,35,1.0,0.485,False
ENZ004,PET,6,45,0.0,0.6100000000000001,False
ENZ004,PET,6,45,0.5,0.6100000000000001,False
ENZ004,PET,6,45,1.0,0.6100000000000001,False
ENZ004,PET,6,55,0.0,0.7350000000000001,False
ENZ004,PET,6,55,0.5,0.7350000000000001,False
ENZ004,PET,6,55,1.0,0.7350000000000001,False
ENZ004,PET,6,65,0.0,0.7350000000000001,False
ENZ004,PET,6,65,0.5,0.7350000000000001,False
ENZ004,PET,6,65,1.0,0.7350000000000001,False
ENZ004,PET,7,25,0.0,0.6100000000000001,False
ENZ004,PET,7,25,0.5,0.6100000000000001,False
ENZ004,PET,7,25,1.0,0.6100000000000001,False
ENZ004,PET,7,35,0.0,0.6100000000000001,False
ENZ004,PET,7,35,0.5,0.6100000000000001,False
ENZ004,PET,7,35,1.0,0.6100000000000001,False
ENZ004,PET,7,45,0.0,0.7350000000000001,False
ENZ004,PET,7,45,0.5,0.7350000000000001,False
ENZ004,PET,7,45,1.0,0.7350000000000001,False
ENZ004,PET,7,55,0.0,0.8600000000000001,False
ENZ004,PET,7,55,0.5,0.8600000000000001,False
ENZ004,PET,7,55,1.0,0.8600000000000001,False
ENZ004,PET,7,65,0.0,0.8600000000000001,False
ENZ004,PET,7,65,0.5,0.8600000000000001,False
ENZ004,PET,7,65,1.0,0.8600000000000001,False
ENZ004,PET,8,25,0.0,0.6100000000000001,False
ENZ004,PET,8,25,0.5,0.6100000000000001,False
ENZ004,PET,8,25,1.0,0.6100000000000001,False
ENZ004,PET,8,35,0.0,0.6100000000000001,False
ENZ004,PET,8,35,0.5,0.6100000000000001,False
ENZ004,PET,8,35,1.0,0.6100000000000001,False
ENZ004,PET,8,45,0.0,0.7350000000000001,False
ENZ004,PET,8,45,0.5,0.7350000000000001,False
ENZ004,PET,8,45,1.0,0.7350000000000001,False
ENZ004,PET,8,55,0.0,0.8600000000000001,False
ENZ004,PET,8,55,0.5,0.8600000000000001,False
ENZ004,PET,8,55,1.0,0.8600000000000001,False
ENZ004,PET,8,65,0.0,0.8600000000000001,False
ENZ004,PET,8,65,0.5,0.8600000000000001,False
ENZ004,PET,8,65,1.0,0.8600000000000001,False
ENZ004,PET,9,25,0.0,0.6100000000000001,False
ENZ004,PET,9,25,0.5,0.6100000000000001,False
ENZ004,PET,9,25,1.0,0.6100000000000001,False
ENZ004,PET,9,35,0.0,0.6100000000000001,False
ENZ004,PET,9,35,0.5,0.6100000000000001,False
ENZ004,PET,9,35,1.0,0.6100000000000001,False
ENZ004,PET,9,45,0.0,0.7350000000000001,False
ENZ004,PET,9,45,0.5,0.7350000000000001,False
ENZ004,PET,9,45,1.0,0.7350000000000001,False
ENZ004,PET,9,55,0.0,0.8600000000000001,False
ENZ004,PET,9,55,0.5,0.8600000000000001,False
ENZ004,PET,9,55,1.0,0.8600000000000001,False
ENZ004,PET,9,65,0.0,0.8600000000000001,False
ENZ004,PET,9,65,0.5,0.8600000000000001,False
ENZ004,PET,9,65,1.0,0.8600000000000001,False
ENZ004,PET,10,25,0.0,0.6100000000000001,False
ENZ004,PET,10,25,0.5,0.6100000000000001,False
ENZ004,PET,10,25,1.0,0.6100000000000001,False
ENZ004,PET,10,35,0.0,0.6100000000000001,False
ENZ004,PET,10,35,0.5,0.6100000000000001,False
ENZ004,PET,10,35,1.0,0.6100000000000001,False
ENZ004,PET,10,45,0.0,0.7350000000000001,False
ENZ004,PET,10,45,0.5,0.7350000000000001,False
ENZ004,PET,10,45,1.0,0.7350000000000001,False
ENZ004,PET,10,55,0.0,0.8600000000000001,False
ENZ004,PET,10,55,0.5,0.8600000000000001,False
ENZ004,PET,10,55,1.0,0.8600000000000001,False
ENZ004,PET,10,65,0.0,0.8600000000000001,False
ENZ004,PET,10,65,0.5,0.8600000000000001,False
ENZ004,PET,10,65,1.0,0.8600000000000001,False
ENZ005,PET,6,25,0.0,0.6725000000000001,False
ENZ005,PET,6,25,0.5,0.6725000000000001,False
ENZ005,PET,6,25,1.0,0.6725000000000001,False
ENZ005,PET,6,35,0.0,0.7975000000000001,False
ENZ005,PET,6,35,0.5,0.7975000000000001,False
ENZ005,PET,6,35,1.0,0.7975000000000001,False
ENZ005,PET,6,45,0.0,0.7975000000000001,False
ENZ005,PET,6,45,0.5,0.7975000000000001,False
ENZ005,PET,6,45,1.0,0.7975000000000001,False
ENZ005,PET,6,55,0.0,0.7975000000000001,False
ENZ005,PET,6,55,0.5,0.7975000000000001,False
ENZ005,PET,6,55,1.0,0.7975000000000001,False
ENZ005,PET,6,65,0.0,0.6725000000000001,False
ENZ005,PET,6,65,0.5,0.6725000000000001,False
ENZ005,PET,6,65,1.0,0.6725000000000001,False
ENZ005,PET,7,25,0.0,0.7350000000000001,False
ENZ005,PET,7,25,0.5,0.7350000000000001,False
ENZ005,PET,7,25,1.0,0.7350000000000001,False
ENZ005,PET,7,35,0.0,0.8600000000000001,False
ENZ005,PET,7,35,0.5,0.8600000000000001,False
ENZ005,PET,7,35,1.0,0.8600000000000001,False
ENZ005,PET,7,45,0.0,0.8600000000000001,False
ENZ005,PET,7,45,0.5,0.8600000000000001,False
ENZ005,PET,7,45,1.0,0.8600000000000001,False
ENZ005,PET,7,55,0.0,0.8600000000000001,False
ENZ005,PET,7,55,0.5,0.8600000000000001,False
ENZ005,PET,7,55,1.0,0.8600000000000001,False
ENZ005,PET,7,65,0.0,0.7350000000000001,False
ENZ005,PET,7,65,0.5,0.7350000000000001,False
ENZ005,PET,7,65,1.0,0.7350000000000001,False
ENZ005,PET,8,25,0.0,0.7350000000000001,False
ENZ005,PET,8,25,0.5,0.7350000000000001,False
ENZ005,PET,8,25,1.0,0.7350000000000001,False
ENZ005,PET,8,35,0.0,0.8600000000000001,False
ENZ005,PET,8,35,0.5,0.8600000000000001,False
ENZ005,PET,8,35,1.0,0.8600000000000001,False
ENZ005,PET,8,45,0.0,0.8600000000000001,False
ENZ005,PET,8,45,0.5,0.8600000000000001,False
ENZ005,PET,8,45,1.0,0.8600000000000001,False
ENZ005,PET,8,55,0.0,0.8600000000000001,False
ENZ005,PET,8,55,0.5,0.8600000000000001,False
ENZ005,PET,8,55,1.0,0.8600000000000001,False
ENZ005,PET,8,65,0.0,0.7350000000000001,False
ENZ005,PET,8,65,0.5,0.7350000000000001,False
ENZ005,PET,8,65,1.0,0.7350000000000001,False
ENZ005,PET,9,25,0.0,0.7350000000000001,False
ENZ005,PET,9,25,0.5,0.7350000000000001,False
ENZ005,PET,9,25,1.0,0.7350000000000001,False
ENZ005,PET,9,35,0.0,0.8600000000000001,False
ENZ005,PET,9,35,0.5,0.8600000000000001,False
ENZ005,PET,9,35,1.0,0.8600000000000001,False
ENZ005,PET,9,45,0.0,0.8600000000000001,False
ENZ005,PET,9,45,0.5,0.8600000000000001,False
ENZ005,PET,9,45,1.0,0.8600000000000001,False
ENZ005,PET,9,55,0.0,0.8600000000000001,False
ENZ005,PET,9,55,0.5,0.8600000000000001,False
ENZ005,PET,9,55,1.0,0.8600000000000001,False
ENZ005,PET,9,65,0.0,0.7350000000000001,False
ENZ005,PET,9,65,0.5,0.7350000000000001,False
ENZ005,PET,9,65,1.0,0.7350000000000001,False
ENZ005,PET,10,25,0.0,0.6725000000000001,False
ENZ005,PET,10,25,0.5,0.6725000000000001,False
ENZ005,PET,10,25,1.0,0.6725000000000001,False
ENZ005,PET,10,35,0.0,0.7975000000000001,False
ENZ005,PET,10,35,0.5,0.7975000000000001,False
ENZ005,PET,10,35,1.0,0.7975000000000001,False
ENZ005,PET,10,45,0.0,0.7975000000000001,False
ENZ005,PET,10,45,0.5,0.7975000000000001,False
ENZ005,PET,10,45,1.0,0.7975000000000001,False
ENZ005,PET,10,55,0.0,0.7975000000000001,False
ENZ005,PET,10,55,0.5,0.7975000000000001,False
ENZ005,PET,10,55,1.0,0.7975000000000001,False
ENZ005,PET,10,65,0.0,0.6725000000000001,False
ENZ005,PET,10,65,0.5,0.6725000000000001,False
ENZ005,PET,10,65,1.0,0.6725000000000001,False
ENZ006,PA,6,25,0.0,0.8600000000000001,True
ENZ006,PA,6,25,0.5,0.8600000000000001,True
ENZ006,PA,6,25,1.0,0.8600000000000001,True
ENZ006,PA,6,35,0.0,0.8600000000000001,True
ENZ006,PA,6,35,0.5,0.8600000000000001,True
ENZ006,PA,6,35,1.0,0.8600000000000001,True
ENZ006,PA,6,45,0.0,0.7975000000000001,True
ENZ006,PA,6,45,0.5,0.7975000000000001,True
ENZ006,PA,6,45,1.0,0.7975000000000001,True
ENZ006,PA,6,55,0.0,0.6725000000000001,True
ENZ006,PA,6,55,0.5,0.6725000000000001,True
ENZ006,PA,6,55,1.0,0.6725000000000001,True
ENZ006,PA,6,65,0.0,0.6100000000000001,True
ENZ006,PA,6,65,0.5,0.6100000000000001,True
ENZ006,PA,6,65,1.0,0.6100000000000001,True
ENZ006,PA,7,25,0.0,0.8600000000000001,True
ENZ006,PA,7,25,0.5,0.8600000000000001,True
ENZ006,PA,7,25,1.0,0.8600000000000001,True
ENZ006,PA,7,35,0.0,0.8600000000000001,True
ENZ006,PA,7,35,0.5,0.8600000000000001,True
ENZ006,PA,7,35,1.0,0.8600000000000001,True
ENZ006,PA,7,45,0.0,0.7975000000000001,True
ENZ006,PA,7,45,0.5,0.7975000000000001,True
ENZ006,PA,7,45,1.0,0.7975000000000001,True
ENZ006,PA,7,55,0.0,0.6725000000000001,True
ENZ006,PA,7,55,0.5,0.6725000000000001,True
ENZ006,PA,7,55,1.0,0.6725000000000001,True
ENZ006,PA,7,65,0.0,0.6100000000000001,True
ENZ006,PA,7,65,0.5,0.6100000000000001,True
ENZ006,PA,7,65,1.0,0.6100000000000001,True
ENZ006,PA,8,25,0.0,0.8600000000000001,True
ENZ006,PA,8,25,0.5,0.8600000000000001,True
ENZ006,PA,8,25,1.0,0.8600000000000001,True
ENZ006,PA,8,35,0.0,0.8600000000000001,True
ENZ006,PA,8,35,0.5,0.8600000000000001,True
ENZ006,PA,8,35,1.0,0.8600000000000001,True
ENZ006,PA,8,45,0.0,0.7975000000000001,True
ENZ006,PA,8,45,0.5,0.7975000000000001,True
ENZ006,PA,8,45,1.0,0.7975000000000001,True
ENZ006,PA,8,55,0.0,0.6725000000000001,True
ENZ006,PA,8,55,0.5,0.6725000000000001,True
ENZ006,PA,8,55,1.0,0.6725000000000001,True
ENZ006,PA,8,65,0.0,0.6100000000000001,True
ENZ006,PA,8,65,0.5,0.6100000000000001,True
ENZ006,PA,8,65,1.0,0.6100000000000001,True
ENZ006,PA,9,25,0.0,0.7975000000000001,True
ENZ006,PA,9,25,0.5,0.7975000000000001,True
ENZ006,PA,9,25,1.0,0.7975000000000001,True
ENZ006,PA,9,35,0.0,0.7975000000000001,True
ENZ006,PA,9,35,0.5,0.7975000000000001,True
ENZ006,PA,9,35,1.0,0.7975000000000001,True
ENZ006,PA,9,45,0.0,0.7350000000000001,True
ENZ006,PA,9,45,0.5,0.7350000000000001,True
ENZ006,PA,9,45,1.0,0.7350000000000001,True
ENZ006,PA,9,55,0.0,0.6100000000000001,True
ENZ006,PA,9,55,0.5,0.6100000000000001,True
ENZ006,PA,9,55,1.0,0.6100000000000001,True
ENZ006,PA,9,65,0.0,0.5475,True
ENZ006,PA,9,65,0.5,0.5475,True
ENZ006,PA,9,65,1.0,0.5475,True
ENZ006,PA,10,25,0.0,0.6725000000000001,True
ENZ006,PA,10,25,0.5,0.6725000000000001,True
ENZ006,PA,10,25,1.0,0.6725000000000001,True
ENZ006,PA,10,35,0.0,0.6725000000000001,True
ENZ006,PA,10,35,0.5,0.6725000000000001,True
ENZ006,PA,10,35,1.0,0.6725000000000001,True
ENZ006,PA,10,45,0.0,0.6100000000000001,True
ENZ006,PA,10,45,0.5,0.6100000000000001,True
ENZ006,PA,10,45,1.0,0.6100000000000001,True
ENZ006,PA,10,55,0.0,0.485,True
ENZ006,PA,10,55,0.5,0.485,True
ENZ006,PA,10,55,1.0,0.485,True
ENZ006,PA,10,65,0.0,0.4225,True
ENZ006,PA,10,65,0.5,0.4225,True
ENZ006,PA,10,65,1.0,0.4225,True
ENZ007,PA,6,25,0.0,0.7975000000000001,False
ENZ007,PA,6,25,0.5,0.7975000000000001,False
ENZ007,PA,6,25,1.0,0.7975000000000001,False
ENZ007,PA,6,35,0.0,0.8600000000000001,False
ENZ007,PA,6,35,0.5,0.8600000000000001,False
ENZ007,PA,6,35,1.0,0.8600000000000001,False
ENZ007,PA,6,45,0.0,0.8600000000000001,False
ENZ007,PA,6,45,0.5,0.8600000000000001,False
ENZ007,PA,6,45,1.0,0.8600000000000001,False
ENZ007,PA,6,55,0.0,0.7975000000000001,False
ENZ007,PA,6,55,0.5,0.7975000000000001,False
ENZ007,PA,6,55,1.0,0.7975000000000001,False
ENZ007,PA,6,65,0.0,0.6725000000000001,False
ENZ007,PA,6,65,0.5,0.6725000000000001,False
ENZ007,PA,6,65,1.0,0.6725000000000001,False
ENZ007,PA,7,25,0.0,0.7975000000000001,False
ENZ007,PA,7,25,0.5,0.7975000000000001,False
ENZ007,PA,7,25,1.0,0.7975000000000001,False
ENZ007,PA,7,35,0.0,0.8600000000000001,False
ENZ007,PA,7,35,0.5,0.8600000000000001,False
ENZ007,PA,7,35,1.0,0.8600000000000001,False
ENZ007,PA,7,45,0.0,0.8600000000000001,False
ENZ007,PA,7,45,0.5,0.8600000000000001,False
ENZ007,PA,7,45,1.0,0.8600000000000001,False
ENZ007,PA,7,55,0.0,0.7975000000000001,False
ENZ007,PA,7,55,0.5,0.7975000000000001,False
ENZ007,PA,7,55,1.0,0.7975000000000001,False
ENZ007,PA,7,65,0.0,0.6725000000000001,False
ENZ007,PA,7,65,0.5,0.6725000000000001,False
ENZ007,PA,7,65,1.0,0.6725000000000001,False
ENZ007,PA,8,25,0.0,0.7975000000000001,False
ENZ007,PA,8,25,0.5,0.7975000000000001,False
ENZ007,PA,8,25,1.0,0.7975000000000001,False
ENZ007,PA,8,35,0.0,0.8600000000000001,False
ENZ007,PA,8,35,0.5,0.8600000000000001,False
ENZ007,PA,8,35,1.0,0.8600000000000001,False
ENZ007,PA,8,45,0.0,0.8600000000000001,False
ENZ007,PA,8,45,0.5,0.8600000000000001,False
ENZ007,PA,8,45,1.0,0.8600000000000001,False
ENZ007,PA,8,55,0.0,0.7975000000000001,False
ENZ007,PA,8,55,0.5,0.7975000000000001,False
ENZ007,PA,8,55,1.0,0.7975000000000001,False
ENZ007,PA,8,65,0.0,0.6725000000000001,False
ENZ007,PA,8,65,0.5,0.6725000000000001,False
ENZ007,PA,8,65,1.0,0.6725000000000001,False
ENZ007,PA,9,25,0.0,0.7975000000000001,False
ENZ007,PA,9,25,0.5,0.7975000000000001,False
ENZ007,PA,9,25,1.0,0.7975000000000001,False
ENZ007,PA,9,35,0.0,0.8600000000000001,False
ENZ007,PA,9,35,0.5,0.8600000000000001,False
ENZ007,PA,9,35,1.0,0.8600000000000001,False
ENZ007,PA,9,45,0.0,0.8600000000000001,False
ENZ007,PA,9,45,0.5,0.8600000000000001,False
ENZ007,PA,9,45,1.0,0.8600000000000001,False
ENZ007,PA,9,55,0.0,0.7975000000000001,False
ENZ007,PA,9,55,0.5,0.7975000000000001,False
ENZ007,PA,9,55,1.0,0.7975000000000001,False
ENZ007,PA,9,65,0.0,0.6725000000000001,False
