scenario_id,pH,temperature,salinity,pollutant,is_synthetic,source
SCN0069,7,45,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0070,7,45,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0071,7,45,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0072,7,45,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0073,7,55,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0074,7,55,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0075,7,55,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0076,7,55,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0077,7,55,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0078,7,55,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0079,7,55,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0080,7,55,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0081,7,55,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0082,7,65,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0083,7,65,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0084,7,65,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0085,7,65,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0086,7,65,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0087,7,65,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0088,7,65,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0089,7,65,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0090,7,65,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0091,8,25,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0092,8,25,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0093,8,25,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0094,8,25,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0095,8,25,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0096,8,25,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0097,8,25,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0098,8,25,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0099,8,25,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0100,8,35,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0101,8,35,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0102,8,35,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0103,8,35,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0104,8,35,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0105,8,35,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0106,8,35,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0107,8,35,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0108,8,35,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0109,8,45,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0110,8,45,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0111,8,45,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0112,8,45,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0113,8,45,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0114,8,45,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0115,8,45,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0116,8,45,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0117,8,45,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0118,8,55,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0119,8,55,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0120,8,55,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0121,8,55,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0122,8,55,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0123,8,55,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0124,8,55,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0125,8,55,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0126,8,55,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0127,8,65,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0128,8,65,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0129,8,65,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0130,8,65,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0131,8,65,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0132,8,65,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0133,8,65,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0134,8,65,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0135,8,65,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0136,9,25,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0137,9,25,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0138,9,25,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0139,9,25,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0140,9,25,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0141,9,25,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0142,9,25,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0143,9,25,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0144,9,25,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0145,9,35,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0146,9,35,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0147,9,35,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0148,9,35,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0149,9,35,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0150,9,35,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0151,9,35,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0152,9,35,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0153,9,35,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0154,9,45,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0155,9,45,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0156,9,45,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0157,9,45,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0158,9,45,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0159,9,45,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0160,9,45,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0161,9,45,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0162,9,45,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0163,9,55,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0164,9,55,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0165,9,55,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0166,9,55,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0167,9,55,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0168,9,55,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0169,9,55,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0170,9,55,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0171,9,55,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0172,9,65,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0173,9,65,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0174,9,65,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0175,9,65,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0176,9,65,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0177,9,65,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0178,9,65,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0179,9,65,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0180,9,65,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0181,10,25,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0182,10,25,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0183,10,25,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0184,10,25,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0185,10,25,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0186,10,25,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0187,10,25,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0188,10,25,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0189,10,25,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0190,10,35,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0191,10,35,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0192,10,35,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0193,10,35,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0194,10,35,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0195,10,35,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0196,10,35,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0197,10,35,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0198,10,35,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0199,10,45,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0200,10,45,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0201,10,45,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0202,10,45,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0203,10,45,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0204,10,45,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0205,10,45,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0206,10,45,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0207,10,45,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0208,10,55,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0209,10,55,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0210,10,55,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0211,10,55,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0212,10,55,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0213,10,55,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0214,10,55,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0215,10,55,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0216,10,55,1.0,PA,True,synthetic_evaluation_scenario_generator
SCN0217,10,65,0.0,PET,True,synthetic_evaluation_scenario_generator
SCN0218,10,65,0.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0219,10,65,0.0,PA,True,synthetic_evaluation_scenario_generator
SCN0220,10,65,0.5,PET,True,synthetic_evaluation_scenario_generator
SCN0221,10,65,0.5,PUR,True,synthetic_evaluation_scenario_generator
SCN0222,10,65,0.5,PA,True,synthetic_evaluation_scenario_generator
SCN0223,10,65,1.0,PET,True,synthetic_evaluation_scenario_generator
SCN0224,10,65,1.0,PUR,True,synthetic_evaluation_scenario_generator
SCN0225,10,65,1.0,PA,True,synthetic_evaluation_scenario_generator
